product_id,product_name,category,price,quantity_sold,rating,stock_level,supplier_id,season,sales
360,Home Decor Product 360,Home Decor,844.63,37,4.8,37,SP041,Winter,25001
361,Home Appliances Product 361,Home Appliances,574.23,208,4.6,93,SP046,Spring,95551
362,Books Product 362,Books,279.69,354,4.8,34,SP033,Summer,79208
363,Toys Product 363,Toys,462.88,166,4,55,SP005,Winter,61470
364,Furniture Product 364,Furniture,467.17,471,3.3,12,SP024,Winter,176029
365,Beauty Product 365,Beauty,630.95,208,4.3,31,SP044,Spring,104990
366,Kitchen Product 366,Kitchen,373.58,10,2.6,59,SP039,Winter,2988
367,Clothing Product 367,Clothing,91.3,252,3.2,34,SP039,Spring,18406
368,Clothing Product 368,Clothing,47.84,188,2.5,16,SP040,Spring,7195
369,Clothing Product 369,Clothing,266.82,376,1.7,49,SP040,Fall,80259
370,Garden Product 370,Garden,669.09,183,2.7,44,SP016,Summer,97954
371,Books Product 371,Books,762.78,324,1.2,15,SP038,Fall,197712
372,Automotive Product 372,Automotive,335.61,377,3.5,58,SP038,Spring,101219
373,Toys Product 373,Toys,508.07,471,3.4,27,SP050,Winter,191440
374,Electronics Product 374,Electronics,332.38,60,2.6,79,SP034,Summer,15954
375,Sports Product 375,Sports,138.4,416,4.5,85,SP018,Spring,46059
376,Furniture Product 376,Furniture,350.96,232,2.5,51,SP026,Spring,65138
377,Books Product 377,Books,520.56,342,2.2,34,SP018,Winter,142425
378,Automotive Product 378,Automotive,102.5,426,1.6,40,SP027,Winter,34932
379,Beauty Product 379,Beauty,855.05,219,3.3,60,SP006,Spring,149804
380,Home Appliances Product 380,Home Appliances,1003.57,120,3.3,37,SP025,Spring,96342
381,Sports Product 381,Sports,66.76,445,3.2,26,SP018,Fall,23766
382,Books Product 382,Books,542.06,203,3.2,48,SP037,Summer,88030
383,Electronics Product 383,Electronics,808.48,253,3.1,33,SP040,Spring,163636
384,Books Product 384,Books,282.7,15,3.8,55,SP004,Fall,3392
385,Electronics Product 385,Electronics,571.82,375,3.9,75,SP035,Summer,171546
386,Sports Product 386,Sports,694.64,177,4.3,34,SP017,Fall,98361
387,Beauty Product 387,Beauty,604.9,267,4.8,23,SP011,Summer,129206
388,Clothing Product 388,Clothing,657.36,230,1.4,48,SP030,Spring,120954
389,Automotive Product 389,Automotive,159.74,95,1.7,34,SP027,Winter,12140
390,Furniture Product 390,Furniture,146.82,267,3.9,78,SP040,Spring,31360
391,Kitchen Product 391,Kitchen,305.35,23,1.6,82,SP021,Summer,5618
392,Sports Product 392,Sports,836.48,249,4.8,97,SP048,Spring,166626
393,Automotive Product 393,Automotive,347.92,102,4,4,SP003,Winter,28390
394,Books Product 394,Books,393.22,14,2.5,91,SP006,Summer,4404
395,Beauty Product 395,Beauty,78.33,227,2.9,7,SP014,Fall,14224
396,Furniture Product 396,Furniture,56.57,325,4.2,84,SP035,Fall,14708
397,Books Product 397,Books,646.41,282,2,55,SP049,Spring,145830
398,Garden Product 398,Garden,108.85,143,4.4,58,SP028,Fall,12452
399,Automotive Product 399,Automotive,552.41,53,2.6,34,SP049,Winter,23422
400,Automotive Product 400,Automotive,477.92,306,4.6,71,SP023,Fall,116994
401,Books Product 401,Books,217.37,393,1.5,78,SP029,Winter,68341
402,Furniture Product 402,Furniture,386.76,23,3.7,30,SP024,Spring,7116
403,Beauty Product 403,Beauty,660.25,448,1.7,13,SP049,Winter,236633
404,Sports Product 404,Sports,245.14,263,2,20,SP008,Fall,51577
405,Toys Product 405,Toys,204.75,440,3.9,74,SP009,Spring,72072
406,Electronics Product 406,Electronics,862.66,263,3.1,45,SP002,Winter,181503
407,Sports Product 407,Sports,790.71,264,1.2,58,SP007,Winter,166997
408,Home Decor Product 408,Home Decor,988.29,426,3.9,37,SP042,Summer,336809
409,Home Decor Product 409,Home Decor,775.75,201,3.7,31,SP028,Spring,124740
410,Home Appliances Product 410,Home Appliances,185.25,195,2.3,65,SP022,Summer,28899
411,Toys Product 411,Toys,935.33,124,3.6,82,SP041,Summer,92784
412,Clothing Product 412,Clothing,65.13,309,3.7,26,SP021,Summer,16100
413,Garden Product 413,Garden,922.18,338,1.9,85,SP027,Summer,249357
414,Garden Product 414,Garden,946.75,313,1.5,14,SP024,Fall,237066
415,Clothing Product 415,Clothing,857.64,153,3.4,99,SP034,Spring,104975
416,Toys Product 416,Toys,739.6,158,2.9,91,SP002,Spring,93485
417,Books Product 417,Books,802.89,95,2.4,58,SP039,Fall,61019
418,Beauty Product 418,Beauty,634.94,369,1.2,86,SP016,Summer,187434
419,Clothing Product 419,Clothing,177.89,334,3.1,94,SP026,Spring,47532
420,Books Product 420,Books,700.26,336,1,89,SP020,Fall,188229
421,Electronics Product 421,Electronics,51.47,156,3.5,20,SP018,Fall,6423
422,Toys Product 422,Toys,41.98,24,5,99,SP010,Fall,806
423,Garden Product 423,Garden,979.54,84,4.7,62,SP025,Spring,65825
424,Electronics Product 424,Electronics,536.33,444,3.3,59,SP005,Summer,190504
425,Electronics Product 425,Electronics,426.63,76,2.2,15,SP003,Summer,25939
426,Kitchen Product 426,Kitchen,767.9,386,2,88,SP028,Spring,237127
427,Furniture Product 427,Furniture,257.73,144,3.4,60,SP014,Summer,29690
428,Beauty Product 428,Beauty,405.34,387,1.1,30,SP047,Spring,125493
429,Electronics Product 429,Electronics,593.86,61,1.7,93,SP034,Summer,28980
430,Automotive Product 430,Automotive,162.92,360,2.2,19,SP021,Winter,46920
431,Garden Product 431,Garden,283.25,10,5,60,SP039,Fall,2266
432,Home Appliances Product 432,Home Appliances,390.41,205,3.9,56,SP034,Fall,64027
433,Clothing Product 433,Clothing,87.17,430,3.7,22,SP024,Summer,29986
434,Automotive Product 434,Automotive,823.98,304,3.6,69,SP032,Summer,200391
435,Automotive Product 435,Automotive,126.16,251,4.6,69,SP021,Fall,25332
436,Furniture Product 436,Furniture,240.74,335,4.8,89,SP006,Summer,64518
437,Sports Product 437,Sports,237.37,394,3.6,62,SP037,Summer,74819
438,Clothing Product 438,Clothing,670.37,207,2.7,38,SP022,Spring,111013
439,Garden Product 439,Garden,794.82,460,2,65,SP023,Summer,292493
440,Home Appliances Product 440,Home Appliances,188.16,497,3.3,94,SP031,Summer,74812
441,Home Appliances Product 441,Home Appliances,205.85,75,2.3,44,SP027,Spring,12351
442,Sports Product 442,Sports,177.91,141,4.6,8,SP002,Spring,20068
443,Home Decor Product 443,Home Decor,447.35,46,3.8,23,SP007,Winter,16462
444,Toys Product 444,Toys,978.14,31,1.2,0,SP045,Summer,24257
445,Garden Product 445,Garden,412.16,154,4.5,5,SP010,Fall,50778
446,Kitchen Product 446,Kitchen,468.96,268,3.6,78,SP008,Fall,100545
447,Clothing Product 447,Clothing,240.53,229,4.4,48,SP027,Spring,44065
448,Beauty Product 448,Beauty,120.43,498,3.1,95,SP026,Summer,47979
449,Sports Product 449,Sports,238.08,69,2.3,90,SP015,Spring,13142
450,Toys Product 450,Toys,282.6,360,1.8,36,SP014,Fall,81388
451,Sports Product 451,Sports,358.77,296,3.6,98,SP023,Summer,84956
452,Home Appliances Product 452,Home Appliances,478.52,188,1.7,61,SP002,Fall,71969
453,Home Decor Product 453,Home Decor,104.3,398,4.3,27,SP035,Winter,33209
454,Home Decor Product 454,Home Decor,269.21,316,1.4,41,SP001,Summer,68056
455,Furniture Product 455,Furniture,772.67,404,3.3,54,SP025,Summer,249726
456,Toys Product 456,Toys,619.84,471,3.7,15,SP029,Summer,233555
457,Books Product 457,Books,228.83,339,3.5,32,SP031,Winter,62058
458,Electronics Product 458,Electronics,194.91,115,3.3,67,SP035,Fall,17931
459,Home Appliances Product 459,Home Appliances,247.16,421,3.8,92,SP035,Winter,83243
460,Furniture Product 460,Furniture,728.66,37,3.7,91,SP049,Summer,21568
461,Automotive Product 461,Automotive,559.39,466,3.8,75,SP013,Summer,208540
462,Garden Product 462,Garden,539.76,420,3.7,72,SP003,Winter,181359
463,Beauty Product 463,Beauty,482.17,141,1.6,80,SP013,Fall,54388
464,Home Decor Product 464,Home Decor,222.94,148,3.2,3,SP020,Spring,26396
465,Clothing Product 465,Clothing,261.82,145,3.4,63,SP050,Winter,30371
466,Toys Product 466,Toys,551.13,186,3,44,SP019,Spring,82008
467,Home Decor Product 467,Home Decor,926.4,42,4.8,85,SP006,Fall,31127
468,Furniture Product 468,Furniture,240.64,88,3.1,14,SP046,Fall,16941
469,Clothing Product 469,Clothing,886.36,93,1.6,90,SP003,Spring,65945
470,Automotive Product 470,Automotive,73.37,389,3.8,37,SP050,Fall,22832
471,Garden Product 471,Garden,678.01,3,3.7,62,SP004,Fall,1627
472,Home Decor Product 472,Home Decor,353.54,203,2.1,94,SP026,Summer,57414
473,Kitchen Product 473,Kitchen,46.44,483,5,5,SP006,Spring,17944
474,Garden Product 474,Garden,795.79,395,2.4,6,SP032,Spring,251469
475,Home Decor Product 475,Home Decor,861.8,460,2.1,71,SP041,Summer,317142
476,Kitchen Product 476,Kitchen,646.07,244,1.4,20,SP046,Summer,126112
477,Kitchen Product 477,Kitchen,306.45,101,1.1,18,SP033,Fall,24761
478,Kitchen Product 478,Kitchen,126.7,274,4.9,96,SP038,Winter,27772
479,Sports Product 479,Sports,764.9,124,4.1,22,SP032,Summer,75878
480,Automotive Product 480,Automotive,757.05,470,3.2,45,SP031,Spring,284650
481,Toys Product 481,Toys,974.43,183,1.5,41,SP018,Summer,142656
482,Toys Product 482,Toys,156.48,324,1,69,SP006,Fall,40559
483,Books Product 483,Books,571.4,6,2.7,61,SP032,Summer,2742
484,Books Product 484,Books,269.03,209,3.7,86,SP005,Fall,44981
485,Kitchen Product 485,Kitchen,684.77,236,4.5,60,SP037,Summer,129284
486,Clothing Product 486,Clothing,331.87,96,4.5,10,SP016,Fall,25487
487,Clothing Product 487,Clothing,735.83,349,4.7,95,SP048,Fall,205443
488,Kitchen Product 488,Kitchen,776.72,38,4.8,88,SP011,Fall,23612
489,Kitchen Product 489,Kitchen,19.71,142,2.1,72,SP025,Winter,2239
490,Automotive Product 490,Automotive,522.81,274,1.2,71,SP019,Spring,114599
491,Home Appliances Product 491,Home Appliances,834.91,106,3.1,89,SP021,Winter,70800
492,Garden Product 492,Garden,579.01,422,2,15,SP008,Winter,195473
493,Home Decor Product 493,Home Decor,637.5,336,3.9,37,SP016,Winter,171360
494,Sports Product 494,Sports,454.02,148,2.3,57,SP019,Winter,53755
495,Home Appliances Product 495,Home Appliances,307.36,381,3.4,97,SP015,Fall,93683
496,Kitchen Product 496,Kitchen,423.92,166,3.4,76,SP006,Fall,56296
497,Kitchen Product 497,Kitchen,814.8,222,4.1,22,SP032,Winter,144708
498,Home Decor Product 498,Home Decor,474.46,45,4.6,90,SP037,Summer,17080
499,Kitchen Product 499,Kitchen,677.03,271,2.8,79,SP048,Fall,146780
500,Beauty Product 500,Beauty,94.2,48,2.7,15,SP004,Winter,3617
501,Garden Product 501,Garden,654.48,230,1.3,21,SP013,Fall,120424
502,Beauty Product 502,Beauty,723.04,81,4.2,1,SP044,Summer,46852
503,Home Appliances Product 503,Home Appliances,139.31,248,3.3,91,SP036,Summer,27639
504,Books Product 504,Books,869.66,1,3.4,29,SP017,Winter,695
505,Home Decor Product 505,Home Decor,619.37,428,1.8,65,SP049,Fall,212072
506,Home Appliances Product 506,Home Appliances,60.16,169,4.4,20,SP038,Spring,8133
507,Sports Product 507,Sports,817.97,20,1.9,58,SP036,Fall,13087
508,Home Decor Product 508,Home Decor,73.03,444,2,28,SP007,Winter,25940
509,Books Product 509,Books,333.67,239,2.4,49,SP001,Fall,63797
510,Books Product 510,Books,198.8,29,1.3,64,SP020,Fall,4612
511,Clothing Product 511,Clothing,984.81,393,4.2,22,SP025,Fall,309624
512,Sports Product 512,Sports,853.95,318,1.8,73,SP020,Winter,217244
513,Furniture Product 513,Furniture,552.49,496,4.7,84,SP048,Summer,219228
514,Furniture Product 514,Furniture,108.47,377,2.1,76,SP031,Fall,32714
515,Electronics Product 515,Electronics,891.18,446,3.7,62,SP038,Fall,317973
516,Home Appliances Product 516,Home Appliances,975.27,470,4.7,89,SP032,Spring,366701
517,Automotive Product 517,Automotive,935.15,287,4.8,69,SP018,Spring,214710
518,Home Decor Product 518,Home Decor,879.85,108,2.3,74,SP009,Summer,76019
519,Furniture Product 519,Furniture,983.78,486,3.4,35,SP039,Spring,382493
520,Books Product 520,Books,675.51,262,5,5,SP024,Summer,141586
521,Electronics Product 521,Electronics,221.31,253,3.6,14,SP032,Spring,44793
522,Electronics Product 522,Electronics,955.03,69,2.7,86,SP034,Summer,52717
523,Home Appliances Product 523,Home Appliances,790.78,60,3.9,12,SP038,Fall,37957
524,Beauty Product 524,Beauty,93.95,198,1,41,SP023,Summer,14881
525,Electronics Product 525,Electronics,492.58,264,4.1,40,SP003,Spring,104032
526,Sports Product 526,Sports,689.29,45,1.9,1,SP023,Fall,24814
527,Automotive Product 527,Automotive,742.13,163,2.8,72,SP049,Fall,96773
528,Books Product 528,Books,276.32,275,3.2,45,SP035,Fall,60790
529,Garden Product 529,Garden,208.97,315,4.2,93,SP003,Summer,52660
530,Books Product 530,Books,686.44,196,4.5,97,SP017,Fall,107633
531,Beauty Product 531,Beauty,494.91,278,3.8,83,SP006,Summer,110067
532,Toys Product 532,Toys,991.06,280,1.1,45,SP009,Spring,221997
533,Electronics Product 533,Electronics,418.58,205,1.2,67,SP050,Fall,68647
534,Clothing Product 534,Clothing,835.14,443,1.7,67,SP007,Winter,295973
535,Electronics Product 535,Electronics,47.68,1,3.7,33,SP044,Winter,38
536,Home Decor Product 536,Home Decor,585.21,0,3.5,82,SP026,Summer,0
537,Sports Product 537,Sports,213.04,1,4.7,93,SP038,Summer,170
538,Beauty Product 538,Beauty,13.96,471,4.6,58,SP009,Fall,5260
539,Home Appliances Product 539,Home Appliances,564.91,32,2.4,18,SP023,Winter,14461
540,Electronics Product 540,Electronics,870.49,17,2.7,29,SP036,Fall,11838
541,Electronics Product 541,Electronics,470.72,498,2.4,89,SP019,Spring,187534
542,Furniture Product 542,Furniture,408.42,75,3.6,0,SP010,Winter,24505
543,Toys Product 543,Toys,60.87,196,4.3,83,SP047,Fall,9544
544,Electronics Product 544,Electronics,443.63,115,4.1,57,SP006,Summer,40813
545,Home Appliances Product 545,Home Appliances,148.71,55,3.4,69,SP049,Winter,6543
546,Clothing Product 546,Clothing,617.87,326,1.8,1,SP003,Summer,161140
547,Beauty Product 547,Beauty,101.49,10,3.5,51,SP033,Spring,811
548,Sports Product 548,Sports,517.29,121,2,68,SP029,Winter,50073
549,Automotive Product 549,Automotive,823.14,341,4.8,35,SP034,Spring,224552
550,Clothing Product 550,Clothing,826.47,197,1.7,47,SP041,Winter,130251
551,Garden Product 551,Garden,117.08,385,2.6,97,SP043,Winter,36060
552,Sports Product 552,Sports,921.96,316,4.5,66,SP009,Summer,233071
553,Home Decor Product 553,Home Decor,661.37,318,4,43,SP019,Summer,168252
554,Beauty Product 554,Beauty,500.37,339,2.9,54,SP050,Spring,135700
555,Electronics Product 555,Electronics,999.42,325,1.4,89,SP046,Summer,259849
556,Home Decor Product 556,Home Decor,774.55,367,1.4,77,SP009,Fall,227407
557,Garden Product 557,Garden,242.72,296,3,37,SP034,Summer,57476
558,Sports Product 558,Sports,427.75,464,2.9,87,SP040,Winter,158780
559,Beauty Product 559,Beauty,567.52,180,4.9,66,SP039,Fall,81722
560,Clothing Product 560,Clothing,556.13,94,1.6,55,SP019,Fall,41820
561,Home Appliances Product 561,Home Appliances,456.8,467,3.4,13,SP049,Spring,170660
562,Home Appliances Product 562,Home Appliances,599.35,429,3.9,29,SP046,Spring,205696
563,Home Appliances Product 563,Home Appliances,653.78,347,4.9,83,SP012,Winter,181489
564,Automotive Product 564,Automotive,961.3,81,4.3,92,SP022,Winter,62292
565,Sports Product 565,Sports,841.8,435,3.6,1,SP013,Winter,292946
566,Toys Product 566,Toys,469.72,489,2,11,SP020,Fall,183754
567,Furniture Product 567,Furniture,909.46,41,2.2,42,SP016,Summer,29830
568,Clothing Product 568,Clothing,735.72,248,1,32,SP042,Summer,145966
569,Home Appliances Product 569,Home Appliances,244.97,367,1.2,5,SP047,Winter,71923
570,Kitchen Product 570,Kitchen,422.03,333,2.6,17,SP014,Summer,112428
571,Automotive Product 571,Automotive,885.51,164,2.4,27,SP004,Fall,116178
572,Toys Product 572,Toys,405.03,494,2.4,91,SP031,Fall,160067
573,Toys Product 573,Toys,169.83,371,2.6,73,SP008,Summer,50405
574,Sports Product 574,Sports,576.67,282,4.9,43,SP050,Winter,130096
575,Garden Product 575,Garden,260.49,395,1.5,64,SP003,Summer,82314
576,Home Appliances Product 576,Home Appliances,561.5,155,3,26,SP042,Spring,69626
577,Electronics Product 577,Electronics,996.94,262,4.1,43,SP023,Fall,208958
578,Electronics Product 578,Electronics,486.62,405,3.7,17,SP028,Winter,157664
579,Automotive Product 579,Automotive,650.54,390,4.1,72,SP026,Winter,202968
580,Beauty Product 580,Beauty,997.89,393,4.2,19,SP018,Winter,313736
581,Sports Product 581,Sports,312.12,431,3.1,33,SP042,Fall,107618
582,Garden Product 582,Garden,693.8,422,3.6,98,SP003,Winter,234226
583,Clothing Product 583,Clothing,960.24,497,3.6,91,SP049,Fall,381791
584,Home Appliances Product 584,Home Appliances,783.25,419,1.6,24,SP035,Summer,262545
585,Furniture Product 585,Furniture,962.23,310,4.9,78,SP022,Winter,238633
586,Furniture Product 586,Furniture,228.84,488,2.6,97,SP031,Fall,89339
587,Furniture Product 587,Furniture,84.54,456,3.4,4,SP050,Spring,30840
588,Books Product 588,Books,797.89,213,4.6,36,SP031,Summer,135960
589,Home Appliances Product 589,Home Appliances,680.81,226,1,10,SP019,Fall,123090
590,Beauty Product 590,Beauty,20.97,236,3.4,4,SP012,Winter,3959
591,Automotive Product 591,Automotive,642.88,359,1.1,49,SP035,Winter,184635
592,Beauty Product 592,Beauty,361.86,47,3.7,12,SP020,Spring,13605
593,Beauty Product 593,Beauty,764.33,491,2.5,53,SP024,Winter,300228
594,Home Decor Product 594,Home Decor,509.96,217,4.9,43,SP050,Fall,88529
595,Furniture Product 595,Furniture,641.64,168,2.2,28,SP038,Winter,86236
596,Home Decor Product 596,Home Decor,339.07,174,4.4,6,SP002,Fall,47198
597,Books Product 597,Books,717.99,330,1.8,20,SP044,Spring,189549
598,Home Appliances Product 598,Home Appliances,603.98,120,2.3,6,SP014,Winter,57982
599,Automotive Product 599,Automotive,504.6,356,2.7,12,SP008,Spring,143710
600,Books Product 600,Books,856.92,240,3,4,SP002,Summer,164528
601,Home Appliances Product 601,Home Appliances,520.81,343,2,44,SP020,Winter,142910
602,Automotive Product 602,Automotive,245.35,447,2.5,78,SP017,Fall,87737
603,Automotive Product 603,Automotive,484.67,322,4.7,89,SP001,Fall,124850
604,Kitchen Product 604,Kitchen,830.14,43,1.6,90,SP040,Winter,28556
605,Home Decor Product 605,Home Decor,56.01,246,2.2,22,SP020,Winter,11022
606,Home Decor Product 606,Home Decor,526.59,135,1.6,54,SP003,Summer,56871
607,Kitchen Product 607,Kitchen,957.24,485,2.6,73,SP027,Winter,371409
608,Electronics Product 608,Electronics,568.96,439,2.6,33,SP031,Winter,199818
609,Kitchen Product 609,Kitchen,486.51,361,1.3,1,SP013,Winter,140504
610,Automotive Product 610,Automotive,606.47,396,1.2,36,SP015,Winter,192129
611,Home Decor Product 611,Home Decor,642.82,112,1.8,94,SP017,Fall,57596
612,Home Decor Product 612,Home Decor,977.26,474,1.2,25,SP046,Fall,370576
613,Clothing Product 613,Clothing,674.5,460,2.4,25,SP043,Spring,248216
614,Furniture Product 614,Furniture,801.62,469,2.7,77,SP049,Fall,300767
615,Beauty Product 615,Beauty,882.17,107,1.2,1,SP023,Winter,75513
616,Garden Product 616,Garden,434.65,293,2.4,79,SP033,Summer,101881
617,Sports Product 617,Sports,1001.93,405,3.4,59,SP013,Fall,324625
618,Sports Product 618,Sports,846.48,331,1.9,67,SP003,Winter,224147
619,Kitchen Product 619,Kitchen,164.28,402,3.2,15,SP039,Winter,52832
620,Electronics Product 620,Electronics,247.71,268,1.5,59,SP040,Summer,53109
621,Home Decor Product 621,Home Decor,138.91,303,1.1,37,SP038,Summer,33671
622,Books Product 622,Books,697.95,111,4.3,71,SP048,Spring,61977
623,Home Decor Product 623,Home Decor,1003.14,54,1.9,31,SP050,Summer,43335
624,Toys Product 624,Toys,126.47,439,3.7,9,SP017,Winter,44416
625,Books Product 625,Books,895.57,466,4.9,5,SP028,Winter,333868
626,Beauty Product 626,Beauty,506.3,327,3.5,10,SP002,Summer,132448
627,Beauty Product 627,Beauty,916.21,439,1.5,46,SP029,Winter,321772
628,Toys Product 628,Toys,633.6,167,3.3,37,SP003,Summer,84648
629,Home Appliances Product 629,Home Appliances,358.28,313,4.1,32,SP040,Spring,89713
630,Books Product 630,Books,756.41,235,3.2,49,SP001,Winter,142205
631,Toys Product 631,Toys,744.99,184,1,66,SP022,Winter,109662
632,Sports Product 632,Sports,946.34,359,2.8,26,SP042,Fall,271788
633,Automotive Product 633,Automotive,749.63,211,4,32,SP033,Summer,126537
634,Clothing Product 634,Clothing,655.03,80,4.4,32,SP049,Spring,41921
635,Toys Product 635,Toys,417.96,489,2,12,SP035,Fall,163505
636,Automotive Product 636,Automotive,195.28,400,4.4,51,SP018,Fall,62489
637,Beauty Product 637,Beauty,501.83,296,1.3,55,SP014,Fall,118833
638,Books Product 638,Books,497.43,177,2,77,SP011,Spring,70436
639,Clothing Product 639,Clothing,599.91,263,3.1,59,SP040,Fall,126221
640,Electronics Product 640,Electronics,698.82,465,1.2,58,SP006,Fall,259961
641,Kitchen Product 641,Kitchen,284.12,414,1,7,SP046,Spring,94100
642,Toys Product 642,Toys,92.22,480,1.7,31,SP041,Spring,35412
643,Sports Product 643,Sports,438.42,320,1.9,78,SP009,Winter,112235
644,Home Decor Product 644,Home Decor,457.67,87,3.8,55,SP020,Spring,31853
645,Toys Product 645,Toys,784.91,227,4.3,66,SP039,Winter,142539
646,Toys Product 646,Toys,696.93,392,1.7,60,SP022,Spring,218557
647,Toys Product 647,Toys,966.75,472,2.6,21,SP043,Fall,365044
648,Home Decor Product 648,Home Decor,937.7,139,3.1,11,SP040,Winter,104272
649,Sports Product 649,Sports,884.9,272,3.5,72,SP031,Summer,192554
650,Sports Product 650,Sports,665.7,95,1.5,75,SP028,Winter,50593
651,Kitchen Product 651,Kitchen,233.17,243,4.1,0,SP041,Summer,45328
652,Home Appliances Product 652,Home Appliances,807,345,2,44,SP002,Winter,222732
653,Home Appliances Product 653,Home Appliances,152.45,314,3.9,0,SP044,Summer,38295
654,Automotive Product 654,Automotive,840.31,2,3.1,98,SP036,Fall,1344
655,Sports Product 655,Sports,808.33,93,1.5,85,SP028,Winter,60139
656,Books Product 656,Books,448.47,295,1.8,56,SP006,Spring,105838
657,Furniture Product 657,Furniture,908.01,151,2,62,SP030,Fall,109687
658,Home Appliances Product 658,Home Appliances,189.67,286,3.1,36,SP007,Winter,43396
659,Automotive Product 659,Automotive,696.34,135,3.4,48,SP008,Fall,75204
660,Automotive Product 660,Automotive,868.1,361,2.3,34,SP026,Summer,250707
661,Home Appliances Product 661,Home Appliances,462.67,37,1.7,87,SP041,Spring,13695
662,Beauty Product 662,Beauty,493.13,267,1.3,98,SP049,Fall,105332
663,Electronics Product 663,Electronics,168.43,121,2.9,19,SP031,Fall,16304
664,Kitchen Product 664,Kitchen,421.5,145,3,2,SP019,Fall,48894
665,Home Appliances Product 665,Home Appliances,659.36,159,2.1,5,SP020,Winter,83870
666,Garden Product 666,Garden,300.71,141,2.2,7,SP016,Spring,33920
667,Clothing Product 667,Clothing,671.98,73,2.6,82,SP013,Summer,39243
668,Books Product 668,Books,522.98,119,4,43,SP017,Winter,49787
669,Toys Product 669,Toys,1005.54,327,4,72,SP040,Spring,263049
670,Automotive Product 670,Automotive,456.06,290,1.2,33,SP016,Spring,105805
671,Kitchen Product 671,Kitchen,497.05,202,1.9,52,SP039,Fall,80323
672,Furniture Product 672,Furniture,254.61,62,1.1,96,SP007,Winter,12628
673,Automotive Product 673,Automotive,542.72,143,2.7,15,SP013,Winter,62087
674,Beauty Product 674,Beauty,760.86,278,3.8,77,SP025,Winter,169215
675,Beauty Product 675,Beauty,341.65,25,1.8,51,SP047,Fall,6833
676,Garden Product 676,Garden,413.01,238,1.7,23,SP014,Summer,78637
677,Furniture Product 677,Furniture,804.64,320,2.1,63,SP002,Spring,205987
678,Electronics Product 678,Electronics,823.94,441,3.9,81,SP041,Fall,290686
679,Clothing Product 679,Clothing,833.53,357,3,68,SP019,Spring,238056
680,Beauty Product 680,Beauty,750.58,28,3.3,16,SP006,Summer,16812
681,Electronics Product 681,Electronics,834.75,80,2,72,SP008,Summer,53424
682,Kitchen Product 682,Kitchen,79.95,18,2.9,27,SP004,Spring,1151
683,Automotive Product 683,Automotive,467.67,185,5,94,SP017,Winter,69215
684,Furniture Product 684,Furniture,53.35,110,4.2,13,SP041,Fall,4694
685,Electronics Product 685,Electronics,857.6,473,4.7,6,SP005,Spring,324515
686,Books Product 686,Books,464.04,295,5,85,SP047,Spring,109513
687,Home Appliances Product 687,Home Appliances,941.96,493,3.9,59,SP027,Summer,371509
688,Furniture Product 688,Furniture,954.14,493,2.3,89,SP016,Fall,376312
689,Home Appliances Product 689,Home Appliances,458.82,386,3,89,SP010,Fall,141683
690,Beauty Product 690,Beauty,478.59,346,2.8,73,SP046,Fall,132473
691,Toys Product 691,Toys,307.65,22,2.6,49,SP031,Fall,5414
692,Electronics Product 692,Electronics,729.7,172,2.6,32,SP012,Fall,100406
693,Toys Product 693,Toys,150.48,165,1.5,18,SP008,Spring,19863
694,Automotive Product 694,Automotive,836.56,434,3.9,63,SP039,Summer,290453
695,Toys Product 695,Toys,394.91,108,3.9,74,SP025,Winter,34120
696,Home Decor Product 696,Home Decor,1007.47,0,4.2,34,SP007,Winter,0
697,Home Appliances Product 697,Home Appliances,762.23,305,5,52,SP042,Winter,185984
698,Furniture Product 698,Furniture,391.72,388,2,98,SP020,Spring,121589
699,Clothing Product 699,Clothing,50.02,356,1.3,29,SP049,Summer,14245
700,Clothing Product 700,Clothing,478.22,276,2.1,5,SP008,Winter,105590
701,Automotive Product 701,Automotive,214.23,420,2.6,19,SP050,Winter,71981
702,Sports Product 702,Sports,571.3,115,4.6,61,SP016,Fall,52559
703,Sports Product 703,Sports,32.97,112,3.7,13,SP039,Fall,2954
704,Books Product 704,Books,155.21,11,4,32,SP033,Fall,1365
705,Electronics Product 705,Electronics,271.89,150,3.7,36,SP017,Winter,32626
706,Beauty Product 706,Beauty,750.17,427,1.4,64,SP002,Fall,256258
707,Books Product 707,Books,115.26,116,5,83,SP045,Summer,10696
708,Kitchen Product 708,Kitchen,355.57,439,3.7,24,SP006,Winter,124876
709,Electronics Product 709,Electronics,957.25,88,3.3,57,SP016,Winter,67390
710,Kitchen Product 710,Kitchen,896.62,62,1.1,45,SP002,Winter,44472
711,Toys Product 711,Toys,752.02,370,3.8,8,SP022,Summer,222597
712,Automotive Product 712,Automotive,746.12,131,4.3,92,SP050,Winter,78193
713,Home Decor Product 713,Home Decor,261.11,420,3.1,65,SP016,Fall,87732
714,Sports Product 714,Sports,334.94,328,4.6,81,SP042,Winter,87888
715,Home Decor Product 715,Home Decor,364.27,389,3.3,33,SP002,Fall,113360
716,Clothing Product 716,Clothing,212.79,241,1.4,24,SP005,Winter,41025
717,Books Product 717,Books,315.83,448,1.1,98,SP028,Winter,113193
718,Books Product 718,Books,272.39,163,4.9,62,SP047,Fall,35519
719,Electronics Product 719,Electronics,320.71,276,2.6,74,SP016,Spring,70812
720,Garden Product 720,Garden,87.66,141,2.6,87,SP007,Summer,9888
