order_id,product_id,distance_km,delivery_time_hours,traffic_level,weather_condition,season
1687,527,16,26,heavy,clear,Winter
1688,217,8,10,moderate,clear,Summer
1689,14,80,192,moderate,stormy,Spring
1690,881,86,103,moderate,clear,Winter
1691,279,77,148,heavy,cloudy,Winter
1692,363,64,92,moderate,cloudy,Spring
1693,160,17,16,light,cloudy,Fall
1694,810,81,194,heavy,rainy,Summer
1695,371,74,107,moderate,cloudy,Spring
1696,479,6,14,moderate,stormy,Spring
1697,16,79,126,light,stormy,Spring
1698,262,33,79,moderate,stormy,Spring
1699,647,87,104,light,rainy,Spring
1700,166,94,226,heavy,rainy,Winter
1701,961,39,62,heavy,clear,Winter
1702,476,67,161,moderate,stormy,Fall
1703,255,28,45,light,stormy,Summer
1704,87,75,60,light,clear,Summer
1705,948,76,91,light,rainy,Winter
1706,393,49,78,heavy,clear,Fall
1707,396,99,95,light,cloudy,Summer
1708,247,65,52,light,clear,Winter
1709,194,65,78,moderate,clear,Summer
1710,574,56,134,moderate,stormy,Spring
1711,921,31,50,heavy,clear,Summer
1712,279,82,118,moderate,cloudy,Fall
1713,925,82,66,light,clear,Spring
1714,408,64,205,heavy,stormy,Fall
1715,974,82,157,heavy,cloudy,Fall
1716,388,7,17,moderate,stormy,Spring
1717,837,5,8,light,stormy,Fall
1718,303,54,130,moderate,stormy,Spring
1719,380,52,125,heavy,rainy,Winter
1720,1,19,27,moderate,cloudy,Winter
1721,35,94,150,light,stormy,Spring
1722,108,37,53,moderate,cloudy,Summer
1723,852,58,70,light,rainy,Winter
1724,346,44,53,light,rainy,Spring
1725,815,6,5,light,clear,Fall
1726,293,61,73,light,rainy,Spring
1727,989,89,142,light,stormy,Fall
1728,696,8,8,light,cloudy,Fall
1729,509,27,43,heavy,clear,Summer
1730,423,71,57,light,clear,Summer
1731,724,14,20,moderate,cloudy,Fall
1732,319,34,109,heavy,stormy,Summer
1733,467,72,130,moderate,rainy,Spring
1734,528,69,166,heavy,rainy,Spring
1735,586,21,34,light,stormy,Spring
1736,82,86,103,light,rainy,Fall
1737,929,48,69,moderate,cloudy,Winter
1738,129,68,82,light,rainy,Spring
1739,492,9,22,heavy,rainy,Winter
1740,962,34,82,moderate,stormy,Winter
1741,615,11,18,light,stormy,Winter
1742,145,70,134,heavy,cloudy,Winter
1743,952,68,122,moderate,rainy,Summer
1744,894,40,38,light,cloudy,Fall
1745,457,103,330,heavy,stormy,Winter
1746,986,23,37,heavy,clear,Summer
1747,299,10,12,light,rainy,Fall
1748,132,88,211,moderate,stormy,Fall
1749,767,8,13,light,stormy,Fall
1750,74,39,70,moderate,rainy,Summer
1751,564,62,112,moderate,rainy,Summer
1752,877,55,66,moderate,clear,Fall
1753,715,34,41,moderate,clear,Winter
1754,490,9,29,heavy,stormy,Winter
1755,393,93,74,light,clear,Fall
1756,429,98,157,heavy,clear,Fall
1757,755,21,40,heavy,cloudy,Winter
1758,552,37,71,heavy,cloudy,Fall
1759,278,38,46,moderate,clear,Summer
1760,487,102,326,heavy,stormy,Spring
1761,60,93,167,moderate,rainy,Winter
1762,628,95,152,heavy,clear,Winter
1763,674,22,26,moderate,clear,Winter
1764,643,76,73,light,cloudy,Winter
1765,758,94,226,moderate,stormy,Spring
1766,295,80,192,moderate,stormy,Fall
1767,623,38,30,light,clear,Summer
1768,706,70,101,moderate,cloudy,Fall
1769,450,102,326,heavy,stormy,Fall
1770,8,79,152,heavy,cloudy,Summer
1771,272,35,42,light,rainy,Winter
1772,802,33,53,light,stormy,Fall
1773,425,23,37,light,stormy,Fall
1774,570,21,38,moderate,rainy,Winter
1775,632,104,166,light,stormy,Spring
1776,478,20,32,heavy,clear,Summer
1777,848,38,61,heavy,clear,Spring
1778,810,23,28,moderate,clear,Summer
1779,236,50,120,heavy,rainy,Spring
1780,863,78,250,heavy,stormy,Spring
1781,679,52,94,moderate,rainy,Winter
1782,747,60,144,moderate,stormy,Spring
1783,570,65,125,heavy,cloudy,Fall
1784,282,11,11,light,cloudy,Spring
1785,183,90,173,heavy,cloudy,Spring
1786,805,100,320,heavy,stormy,Fall
1787,929,24,46,heavy,cloudy,Fall
1788,612,20,16,light,clear,Fall
1789,1000,7,11,heavy,clear,Fall
1790,103,16,19,moderate,clear,Summer
1791,610,92,132,moderate,cloudy,Winter
1792,712,25,24,light,cloudy,Fall
1793,902,44,42,light,cloudy,Winter
1794,977,33,53,heavy,clear,Winter
1795,208,88,106,moderate,clear,Fall
1796,752,21,67,heavy,stormy,Summer
1797,38,90,108,light,rainy,Spring
1798,860,48,69,moderate,cloudy,Winter
1799,557,83,80,light,cloudy,Fall
1800,715,48,154,heavy,stormy,Spring
1801,206,25,60,moderate,stormy,Winter
1802,678,46,147,heavy,stormy,Summer
1803,155,61,73,moderate,clear,Fall
1804,870,43,103,heavy,rainy,Spring
1805,207,85,204,heavy,rainy,Spring
1806,95,90,288,heavy,stormy,Fall
1807,138,99,79,light,clear,Winter
1808,813,5,16,heavy,stormy,Spring
1809,646,43,41,light,cloudy,Fall
1810,150,73,58,light,clear,Spring
1811,665,21,20,light,cloudy,Winter
1812,506,49,59,moderate,clear,Summer
1813,554,16,51,heavy,stormy,Winter
1814,706,35,28,light,clear,Spring
1815,506,37,59,heavy,clear,Summer
1816,456,6,10,heavy,clear,Spring
1817,96,11,13,light,rainy,Fall
1818,523,31,56,moderate,rainy,Winter
1819,856,87,209,heavy,rainy,Fall
1820,791,96,77,light,clear,Fall
1821,679,60,108,moderate,rainy,Summer
1822,932,71,85,light,rainy,Summer
1823,256,15,12,light,clear,Spring
1824,571,37,67,moderate,rainy,Summer
1825,384,53,76,moderate,cloudy,Summer
1826,644,27,65,heavy,rainy,Fall
1827,663,14,20,moderate,cloudy,Summer
1828,798,20,36,moderate,rainy,Fall
1829,182,24,29,light,rainy,Summer
1830,118,29,42,moderate,cloudy,Spring
1831,596,92,110,light,rainy,Fall
1832,505,36,43,moderate,clear,Spring
1833,654,27,26,light,cloudy,Fall
1834,721,7,17,heavy,rainy,Winter
1835,96,38,61,light,stormy,Winter
1836,518,10,19,heavy,cloudy,Fall
1837,540,47,38,light,clear,Fall
1838,599,73,88,moderate,clear,Summer
1839,487,28,34,moderate,clear,Summer
1840,573,6,10,heavy,clear,Summer
1841,929,90,72,light,clear,Summer
1842,837,70,112,light,stormy,Winter
1843,801,49,71,moderate,cloudy,Winter
1844,161,7,17,heavy,rainy,Fall
1845,610,41,59,moderate,cloudy,Fall
1846,497,55,66,moderate,clear,Summer
1847,415,52,83,heavy,clear,Spring
1848,187,76,146,heavy,cloudy,Fall
1849,679,36,43,moderate,clear,Summer
1850,620,27,65,heavy,rainy,Winter
1851,500,79,126,light,stormy,Winter
1852,851,83,199,moderate,stormy,Summer
1853,658,100,320,heavy,stormy,Spring
1854,1000,53,76,moderate,cloudy,Spring
1855,941,26,62,heavy,rainy,Summer
1856,400,27,86,heavy,stormy,Summer
1857,122,25,30,light,rainy,Fall
1858,121,16,15,light,cloudy,Fall
1859,481,37,89,moderate,stormy,Fall
1860,956,55,132,heavy,rainy,Summer
1861,88,96,154,heavy,clear,Fall
1862,182,102,163,heavy,clear,Spring
1863,857,49,157,heavy,stormy,Fall
1864,571,94,90,light,cloudy,Summer
1865,912,33,106,heavy,stormy,Summer
1866,850,76,109,moderate,cloudy,Summer
1867,582,39,62,light,stormy,Spring
1868,762,89,142,heavy,clear,Spring
1869,27,37,53,moderate,cloudy,Winter
1870,438,69,110,light,stormy,Winter
1871,979,95,152,heavy,clear,Spring
1872,127,40,48,light,rainy,Spring
1873,859,80,96,moderate,clear,Fall
1874,222,97,155,light,stormy,Summer
1875,949,27,26,light,cloudy,Fall
1876,927,19,23,moderate,clear,Winter
1877,229,49,78,heavy,clear,Fall
1878,645,98,188,heavy,cloudy,Spring
1879,912,42,101,heavy,rainy,Fall
1880,43,87,278,heavy,stormy,Spring
1881,357,63,76,light,rainy,Summer
1882,143,28,34,light,rainy,Spring
1883,120,63,113,moderate,rainy,Winter
1884,19,83,100,light,rainy,Summer
1885,348,37,53,moderate,cloudy,Summer
1886,498,24,38,heavy,clear,Winter
1887,622,38,46,moderate,clear,Fall
1888,193,35,42,moderate,clear,Summer
1889,171,29,46,light,stormy,Winter
1890,137,46,74,heavy,clear,Winter
1891,747,28,67,moderate,stormy,Fall
1892,518,45,108,heavy,rainy,Winter
1893,896,86,165,heavy,cloudy,Fall
1894,835,50,90,moderate,rainy,Winter
1895,577,69,83,moderate,clear,Spring
1896,112,50,60,light,rainy,Winter
1897,345,97,116,light,rainy,Summer
1898,647,10,12,light,rainy,Summer
1899,946,46,44,light,cloudy,Summer
1900,390,86,138,light,stormy,Fall
1901,13,27,26,light,cloudy,Spring
1902,215,47,38,light,clear,Fall
1903,607,46,110,heavy,rainy,Fall
1904,431,45,72,light,stormy,Spring
1905,777,68,54,light,clear,Summer
1906,509,34,54,heavy,clear,Winter
1907,488,70,126,moderate,rainy,Fall
1908,609,80,192,heavy,rainy,Summer
1909,142,23,55,heavy,rainy,Summer
1910,494,85,204,moderate,stormy,Summer
1911,625,52,83,heavy,clear,Spring
1912,351,92,221,heavy,rainy,Summer
1913,410,53,51,light,cloudy,Spring
1914,992,59,47,light,clear,Spring
1915,550,72,69,light,cloudy,Winter
1916,155,104,100,light,cloudy,Spring
1917,112,84,101,light,rainy,Spring
1918,529,13,12,light,cloudy,Spring
1919,822,77,185,moderate,stormy,Fall
1920,980,20,19,light,cloudy,Fall
1921,229,77,92,moderate,clear,Fall
1922,701,49,118,heavy,rainy,Summer
1923,851,100,80,light,clear,Spring
1924,445,52,125,heavy,rainy,Spring
1925,939,11,9,light,clear,Spring
1926,840,64,92,moderate,cloudy,Winter
1927,845,42,67,light,stormy,Spring
1928,426,49,78,light,stormy,Spring
1929,181,44,106,moderate,stormy,Summer
1930,102,29,46,light,stormy,Summer
1931,549,75,144,heavy,cloudy,Spring
1932,907,48,86,moderate,rainy,Spring
1933,206,6,7,light,rainy,Summer
1934,811,70,168,heavy,rainy,Summer
1935,397,11,21,heavy,cloudy,Summer
1936,785,41,79,heavy,cloudy,Fall
1937,445,99,238,moderate,stormy,Winter
1938,800,83,149,moderate,rainy,Winter
1939,460,99,190,heavy,cloudy,Spring
1940,598,54,86,light,stormy,Winter
1941,427,99,119,moderate,clear,Summer
1942,693,87,104,light,rainy,Summer
1943,53,52,100,heavy,cloudy,Fall
1944,213,32,61,heavy,cloudy,Fall
1945,550,43,69,light,stormy,Winter
1946,955,18,22,moderate,clear,Fall
1947,681,37,59,light,stormy,Spring
1948,110,65,156,heavy,rainy,Fall
1949,687,16,19,moderate,clear,Spring
1950,850,38,55,moderate,cloudy,Spring
1951,897,45,36,light,clear,Spring
1952,476,21,50,moderate,stormy,Spring
1953,415,16,19,light,rainy,Winter
1954,715,40,77,heavy,cloudy,Fall
1955,122,8,13,heavy,clear,Summer
1956,644,29,35,moderate,clear,Winter
1957,576,23,44,heavy,cloudy,Summer
1958,698,52,100,heavy,cloudy,Winter
1959,429,83,66,light,clear,Winter
1960,59,38,61,light,stormy,Winter
1961,419,99,158,light,stormy,Spring
1962,728,36,65,moderate,rainy,Spring
1963,772,78,187,heavy,rainy,Spring
1964,730,45,108,moderate,stormy,Spring
1965,839,27,49,moderate,rainy,Winter
1966,454,46,110,moderate,stormy,Fall
1967,269,32,31,light,cloudy,Summer
1968,604,98,176,moderate,rainy,Winter
1969,976,49,59,light,rainy,Winter
1970,127,96,307,heavy,stormy,Summer
1971,499,66,106,heavy,clear,Fall
1972,356,79,95,moderate,clear,Fall
1973,370,77,185,moderate,stormy,Spring
1974,37,9,16,moderate,rainy,Fall
1975,628,62,60,light,cloudy,Fall
1976,935,26,25,light,cloudy,Fall
1977,577,42,67,heavy,clear,Fall
1978,208,92,221,heavy,rainy,Fall
1979,424,84,81,light,cloudy,Fall
1980,923,7,11,heavy,clear,Winter
1981,896,82,79,light,cloudy,Winter
1982,628,104,250,moderate,stormy,Summer
1983,412,24,29,light,rainy,Winter
1984,240,5,16,heavy,stormy,Fall
1985,909,56,134,moderate,stormy,Summer
1986,247,85,68,light,clear,Spring
1987,879,30,48,light,stormy,Spring
1988,327,101,182,moderate,rainy,Spring
1989,622,8,6,light,clear,Winter
1990,329,91,146,heavy,clear,Fall
1991,163,80,256,heavy,stormy,Winter
1992,536,11,11,light,cloudy,Summer
1993,970,14,20,moderate,cloudy,Fall
1994,470,25,36,moderate,cloudy,Fall
1995,977,7,13,heavy,cloudy,Fall
1996,730,40,77,heavy,cloudy,Spring
1997,961,60,96,heavy,clear,Summer
1998,873,83,199,moderate,stormy,Winter
1999,302,9,17,heavy,cloudy,Winter
2000,346,53,51,light,cloudy,Summer
