date,product_id,units_sold,revenue,discount_applied,promotion_type,season
2025-01-06,319,35,26715.5,0.09,clearance,Fall
2025-01-06,297,52,49801.44,0.01,bundle,Winter
2025-01-06,194,95,46297.3,0,bundle,Summer
2025-01-06,995,60,30952.8,0,bundle,Winter
2025-01-06,938,49,48474.23,0,sale,Spring
2025-01-06,945,68,62275.08,0,sale,Winter
2025-01-06,963,94,84460.88,0.18,sale,Fall
2025-01-06,126,87,75778.74,0,sale,Winter
2025-01-06,311,11,7038.46,0.16,sale,Fall
2025-01-06,476,74,33163.84,0,clearance,Summer
2025-01-06,628,26,13059.54,0.11,none,Spring
2025-01-06,220,87,49203.72,0,clearance,Fall
2025-01-06,457,66,20889,0,clearance,Winter
2025-01-06,212,4,3019.96,0,none,Winter
2025-01-06,486,83,44586.77,0,none,Fall
2025-01-06,398,20,3454.2,0,bundle,Spring
2025-01-06,397,1,139.26,0,sale,Winter
2025-01-06,54,88,25130.16,0,bundle,Fall
2025-01-06,173,86,7275.6,0,none,Fall
2025-01-06,749,11,10082.6,0,none,Summer
2025-01-06,904,36,15378.12,0,sale,Winter
2025-01-06,496,87,23992.86,0.28,clearance,Winter
2025-01-06,699,80,78418.4,0,none,Fall
2025-01-06,477,72,49012.56,0,none,Fall
2025-01-06,460,90,85576.5,0,sale,Spring
2025-01-06,581,58,12400.98,0,sale,Summer
2025-01-06,11,4,1798.64,0,clearance,Winter
2025-01-06,708,10,426.9,0,bundle,Summer
2025-01-06,58,51,28199.94,0,none,Fall
2025-01-06,361,89,33132.92,0,none,Winter
2025-01-06,436,33,12352.89,0.14,sale,Fall
2025-01-06,418,76,30186.44,0,bundle,Fall
2025-01-06,777,98,26974.5,0,clearance,Fall
2025-01-06,608,60,41142.6,0,sale,Fall
2025-01-06,662,52,36466.04,0.2,sale,Winter
2025-01-06,972,23,1439.8,0,bundle,Fall
2025-01-06,783,74,29397.98,0,none,Winter
2025-01-06,736,32,10494.08,0,bundle,Winter
2025-01-06,569,58,23609.48,0.13,clearance,Fall
2025-01-06,744,68,6410.36,0,clearance,Summer
2025-01-06,469,7,3180.52,0,clearance,Spring
2025-01-06,653,54,23596.38,0.09,clearance,Spring
2025-01-06,230,71,33476.5,0,bundle,Winter
2025-01-06,834,75,42495,0,sale,Fall
2025-01-06,922,58,4932.32,0,bundle,Summer
2025-01-06,48,57,14540.7,0.23,bundle,Summer
2025-01-06,229,31,10184.12,0,bundle,Spring
2025-01-06,812,98,23731.68,0,bundle,Spring
2025-01-06,863,34,9681.16,0,sale,Fall
2025-01-06,593,14,8296.4,0,sale,Winter
2025-01-06,458,21,8080.59,0,sale,Fall
2025-01-06,703,50,22124,0,sale,Spring
2025-01-06,510,61,51260.74,0.08,bundle,Fall
2025-01-07,215,50,49285,0.29,bundle,Summer
2025-01-07,347,24,17899.2,0,clearance,Fall
2025-01-07,956,43,9363.25,0,bundle,Spring
2025-01-07,679,69,24224.52,0,sale,Spring
2025-01-07,297,22,15260.96,0,none,Winter
2025-01-07,292,27,23389.56,0.05,none,Winter
2025-01-07,523,47,31612.67,0.1,clearance,Fall
2025-01-07,458,16,9976.96,0.18,clearance,Winter
2025-01-07,536,56,4490.64,0,bundle,Fall
2025-01-07,719,31,20859.9,0,none,Summer
2025-01-07,434,62,2561.84,0,clearance,Spring
2025-01-07,988,20,10478.4,0,bundle,Spring
2025-01-07,445,70,65807,0,none,Fall
2025-01-07,506,52,51792,0.08,sale,Summer
2025-01-07,435,99,36533.97,0,clearance,Spring
2025-01-07,802,22,17485.82,0,none,Fall
2025-01-07,394,2,821.58,0.04,bundle,Winter
2025-01-07,808,99,37282.41,0,none,Summer
2025-01-07,906,60,51417.6,0,clearance,Winter
2025-01-07,656,96,50278.08,0.1,sale,Summer
2025-01-07,476,95,20922.8,0,clearance,Spring
2025-01-07,494,97,2006.93,0,sale,Summer
2025-01-07,808,6,3228.66,0,sale,Fall
2025-01-07,35,20,1339.6,0.02,bundle,Summer
2025-01-07,977,80,51982.4,0,clearance,Fall
2025-01-07,273,75,32079,0,none,Spring
2025-01-07,467,3,2900.55,0,sale,Summer
2025-01-07,140,76,40205.52,0,none,Winter
2025-01-07,40,38,2377.66,0,bundle,Summer
2025-01-07,310,3,30.87,0,bundle,Winter
2025-01-07,949,68,40462.04,0,clearance,Spring
2025-01-07,554,80,49727.2,0,sale,Spring
2025-01-07,405,90,73909.8,0,sale,Summer
2025-01-07,107,87,10103.31,0,clearance,Spring
2025-01-07,8,57,54237.78,0,bundle,Fall
2025-01-07,705,39,30026.1,0,bundle,Fall
2025-01-07,453,71,55418.34,0,none,Summer
2025-01-07,258,72,10337.04,0.06,sale,Summer
2025-01-07,135,57,39852.69,0,none,Summer
2025-01-07,34,89,9792.67,0,none,Winter
2025-01-07,400,81,12998.07,0,sale,Fall
2025-01-07,128,85,84231.6,0,bundle,Fall
2025-01-07,873,66,18290.58,0,none,Spring
2025-01-07,716,45,10147.05,0,sale,Fall
2025-01-07,217,51,24480.51,0,clearance,Winter
2025-01-07,351,42,31887.66,0,none,Summer
2025-01-07,285,95,68936.75,0.28,sale,Winter
2025-01-07,564,88,19853.68,0,clearance,Fall
2025-01-07,926,3,228.51,0,none,Fall
2025-01-07,527,27,10689.3,0,none,Fall
2025-01-07,31,82,35113.22,0,sale,Winter
2025-01-07,774,90,68131.8,0,none,Summer
2025-01-07,586,34,23653.46,0.2,sale,Summer
2025-01-07,774,92,1553.88,0,clearance,Winter
2025-01-07,375,97,84928.35,0.14,sale,Spring
2025-01-07,392,98,22051.96,0,clearance,Summer
2025-01-07,875,46,18857.7,0,sale,Fall
2025-01-07,826,30,17141.7,0,bundle,Summer
2025-01-07,574,35,3161.2,0,clearance,Winter
2025-01-07,505,71,27692.13,0.01,clearance,Fall
2025-01-07,372,74,58664.24,0,clearance,Winter
2025-01-07,806,24,23832,0,none,Winter
2025-01-07,823,11,9879.76,0,bundle,Spring
2025-01-07,443,34,26985.12,0,none,Fall
2025-01-07,745,7,1322.93,0,none,Winter
2025-01-07,636,14,5508.86,0,bundle,Spring
2025-01-07,198,86,67891.84,0,bundle,Winter
2025-01-07,754,19,14998.41,0,bundle,Fall
2025-01-07,789,77,8928.92,0.09,none,Winter
2025-01-07,816,87,20958.3,0,sale,Spring
2025-01-07,591,6,1274.46,0,none,Spring
2025-01-07,417,68,29286.24,0.04,clearance,Summer
2025-01-07,882,35,6888.35,0,bundle,Winter
2025-01-07,857,65,14205.75,0,bundle,Spring
2025-01-07,297,30,1587,0,clearance,Fall
2025-01-07,616,56,41254.08,0,sale,Spring
2025-01-07,747,68,28895.92,0,clearance,Summer
2025-01-07,531,14,1424.5,0.05,bundle,Summer
2025-01-07,756,80,60697.6,0,sale,Spring
2025-01-07,681,100,30335,0,sale,Winter
2025-01-07,920,79,76153.63,0,bundle,Fall
2025-01-07,945,53,21674.88,0.21,sale,Spring
2025-01-07,351,91,42051.1,0.01,clearance,Fall
2025-01-07,765,64,39798.4,0,bundle,Fall
2025-01-07,706,43,36673.84,0,clearance,Spring
2025-01-07,389,56,36164.8,0,bundle,Summer
2025-01-07,952,84,15609.72,0,sale,Summer
2025-01-07,747,33,13469.28,0,sale,Fall
2025-01-07,623,22,20091.5,0,sale,Summer
2025-01-07,129,78,27686.1,0,clearance,Winter
2025-01-07,487,6,4059.36,0,sale,Fall
2025-01-07,548,95,60881.7,0,bundle,Fall
2025-01-07,359,60,19531.2,0,none,Winter
2025-01-07,927,43,41139.39,0,clearance,Winter
2025-01-07,172,59,35838.96,0.03,bundle,Winter
2025-01-07,465,70,59814.3,0,bundle,Fall
2025-01-07,425,8,7980.56,0,clearance,Spring
2025-01-07,331,74,59496,0,clearance,Winter
2025-01-07,240,54,31012.2,0,bundle,Winter
2025-01-07,566,68,27153.76,0,sale,Summer
2025-01-08,497,58,42425.26,0,clearance,Spring
2025-01-08,949,87,19938.66,0,bundle,Summer
2025-01-08,295,100,80341,0,bundle,Spring
2025-01-08,419,63,22102.29,0,clearance,Summer
2025-01-08,462,36,28808.28,0,clearance,Winter
2025-01-08,125,18,14548.68,0,sale,Fall
2025-01-08,837,49,47429.55,0,clearance,Fall
2025-01-08,361,76,69884.28,0,sale,Winter
2025-01-08,908,98,91274.26,0,clearance,Winter
2025-01-08,450,52,10279.88,0.22,none,Summer
2025-01-08,503,4,251.96,0.23,bundle,Spring
2025-01-08,616,100,45808,0.03,clearance,Winter
2025-01-08,644,40,31956.4,0,none,Fall
2025-01-08,242,14,2810.08,0.3,sale,Fall
2025-01-08,900,17,11608.62,0,clearance,Spring
2025-01-08,379,66,36178.56,0.23,bundle,Winter
2025-01-08,133,5,2608.95,0,bundle,Spring
2025-01-08,807,86,14272.56,0,sale,Spring
2025-01-08,79,34,8163.4,0,none,Summer
2025-01-08,910,68,65483.32,0,sale,Summer
2025-01-08,348,18,17247.06,0,clearance,Summer
2025-01-08,255,10,7207.4,0.06,bundle,Fall
2025-01-08,432,55,12838.1,0,clearance,Fall
2025-01-08,894,55,21714,0,none,Summer
2025-01-08,606,36,1874.52,0,clearance,Fall
2025-01-08,810,37,33242.28,0.27,bundle,Fall
2025-01-08,508,97,70926.4,0.06,sale,Spring
2025-01-08,881,71,17989.98,0,none,Spring
2025-01-08,201,64,51047.04,0,clearance,Fall
2025-01-08,909,28,2139.48,0,none,Winter
2025-01-08,502,1,709.84,0,sale,Spring
2025-01-08,348,71,40771.75,0,none,Fall
2025-01-08,318,60,53145.6,0,bundle,Winter
2025-01-08,472,56,33285.28,0,bundle,Spring
2025-01-08,973,28,446.6,0,sale,Spring
2025-01-08,899,69,55967.28,0,none,Summer
2025-01-08,570,68,7765.6,0,none,Summer
2025-01-08,44,56,16370.48,0,sale,Fall
2025-01-08,551,43,33675.88,0,clearance,Fall
2025-01-08,884,16,1985.12,0,sale,Summer
2025-01-08,202,87,87762.12,0,sale,Summer
2025-01-08,402,72,48893.76,0,clearance,Fall
2025-01-08,726,47,19092.34,0,clearance,Winter
2025-01-08,134,78,35615.58,0.1,none,Spring
2025-01-08,131,47,45981.98,0,sale,Summer
2025-01-08,521,91,56179.76,0,bundle,Summer
2025-01-08,267,33,24952.95,0,sale,Fall
2025-01-08,658,93,93138.57,0,clearance,Spring
2025-01-08,321,29,1896.6,0,clearance,Winter
2025-01-08,334,36,14407.92,0,bundle,Spring
2025-01-08,684,50,33338,0,bundle,Fall
2025-01-08,433,37,20700.02,0.2,clearance,Spring
2025-01-08,319,15,13028.4,0.25,none,Winter
2025-01-08,747,6,698.88,0,bundle,Fall
2025-01-08,488,91,48061.65,0.26,bundle,Fall
2025-01-08,324,81,17664.48,0,none,Spring
2025-01-08,5,64,49224.96,0,clearance,Summer
2025-01-08,485,75,3619.5,0,clearance,Fall
2025-01-08,690,17,4505.34,0,sale,Summer
2025-01-08,523,78,34110.18,0,sale,Fall
2025-01-08,875,18,15080.04,0,clearance,Winter
2025-01-08,505,73,71127.55,0,sale,Winter
2025-01-08,902,73,21875.18,0,none,Summer
2025-01-08,757,8,4630.48,0,none,Summer
2025-01-08,242,13,2544.88,0,none,Winter
2025-01-08,417,80,27499.2,0.1,bundle,Winter
2025-01-08,863,77,69205.29,0,bundle,Summer
2025-01-08,241,6,3967.62,0,clearance,Summer
2025-01-08,571,35,9298.8,0,none,Winter
2025-01-08,958,54,12632.22,0.21,clearance,Fall
2025-01-08,89,90,44160.3,0,sale,Fall
2025-01-08,635,36,8020.8,0,clearance,Winter
2025-01-08,768,99,27223.02,0,sale,Fall
2025-01-08,401,62,60138.14,0,sale,Winter
2025-01-08,315,56,45509.52,0,clearance,Spring
2025-01-08,498,48,28454.88,0,none,Spring
2025-01-08,330,58,33385.96,0,bundle,Fall
2025-01-08,676,91,88901.54,0,clearance,Fall
2025-01-08,874,91,9110.01,0,clearance,Winter
2025-01-08,18,60,51819.6,0,bundle,Summer
2025-01-08,205,94,30505.82,0,clearance,Summer
2025-01-08,622,33,18375.39,0,none,Spring
2025-01-08,219,24,13487.28,0,bundle,Winter
2025-01-08,284,65,1075.1,0.16,bundle,Fall
2025-01-08,600,80,15221.6,0,clearance,Summer
2025-01-08,269,96,28749.12,0,none,Summer
2025-01-08,574,14,9612.54,0,clearance,Fall
2025-01-08,869,19,5068.44,0,sale,Fall
2025-01-08,168,48,20073.12,0,none,Summer
2025-01-08,375,52,34074.56,0.25,bundle,Summer
2025-01-08,175,75,69927.75,0,none,Winter
2025-01-08,732,79,7372.28,0.06,none,Summer
2025-01-08,597,86,71850.42,0,sale,Winter
2025-01-08,789,76,72230.4,0.02,clearance,Winter
2025-01-08,564,83,32009.78,0,clearance,Winter
2025-01-08,159,15,9082.35,0.27,sale,Winter
2025-01-08,486,85,76035.9,0.06,clearance,Winter
2025-01-08,441,28,18196.64,0,sale,Winter
2025-01-08,269,19,10972.5,0.08,bundle,Winter
2025-01-08,742,96,17810.88,0,none,Summer
2025-01-09,327,9,3346.29,0,clearance,Fall
2025-01-09,827,3,2778.12,0.25,none,Winter
2025-01-09,269,44,10659,0,none,Fall
2025-01-09,116,98,59878,0,clearance,Fall
2025-01-09,62,56,6129.2,0,clearance,Summer
2025-01-09,783,54,34393.14,0,bundle,Fall
2025-01-09,263,1,54.49,0.22,bundle,Spring
2025-01-09,900,58,1241.2,0,clearance,Spring
2025-01-09,744,10,4459.1,0,bundle,Summer
2025-01-09,333,83,42223.76,0,bundle,Summer
2025-01-09,401,81,65798.73,0,bundle,Fall
2025-01-09,552,38,4621.18,0,clearance,Spring
2025-01-09,797,10,5467.8,0,bundle,Fall
2025-01-09,221,75,4519.5,0.13,sale,Winter
2025-01-09,965,10,8358.7,0,bundle,Fall
2025-01-09,714,89,72709.44,0,none,Fall
2025-01-09,564,74,12258.1,0,bundle,Fall
2025-01-09,245,76,24643.76,0,none,Winter
2025-01-09,398,68,3215.04,0,none,Summer
2025-01-09,954,1,797.34,0.15,none,Fall
2025-01-09,466,88,69533.2,0,bundle,Winter
2025-01-09,375,89,75116,0,clearance,Winter
2025-01-09,831,76,34711.48,0,sale,Fall
2025-01-09,582,35,23718.1,0.26,none,Winter
2025-01-09,833,98,34102.04,0,clearance,Summer
2025-01-09,82,34,8659.46,0.04,none,Summer
2025-01-09,987,1,812.39,0.23,none,Winter
2025-01-09,491,73,53879.84,0,sale,Spring
2025-01-09,5,88,45518,0,bundle,Winter
2025-01-09,700,65,54189.85,0,none,Spring
2025-01-09,707,82,74309.22,0,bundle,Fall
2025-01-09,610,83,26721.85,0,clearance,Fall
2025-01-09,71,98,86752.54,0,clearance,Spring
2025-01-09,379,59,12562.87,0,clearance,Winter
2025-01-09,376,12,5958.96,0,bundle,Fall
2025-01-09,820,34,17765.34,0.22,bundle,Spring
2025-01-09,10,13,5752.24,0,clearance,Spring
2025-01-09,431,75,30663,0,bundle,Winter
2025-01-09,653,70,2093,0,clearance,Summer
2025-01-09,339,25,1117.5,0.2,none,Summer
2025-01-09,561,40,12419.6,0,sale,Winter
2025-01-09,806,80,53695.2,0,bundle,Spring
2025-01-09,145,1,218.17,0,bundle,Fall
2025-01-09,791,72,3981.6,0,clearance,Fall
2025-01-09,147,73,20523.22,0,bundle,Fall
2025-01-09,625,24,12091.2,0,bundle,Spring
2025-01-09,946,16,11064.16,0.21,bundle,Spring
2025-01-09,562,91,90759.76,0.07,none,Summer
2025-01-09,431,47,12086.05,0,bundle,Spring
2025-01-09,585,16,15553.28,0.02,sale,Fall
2025-01-09,311,23,16282.39,0.17,sale,Winter
2025-01-09,935,59,23246.59,0.01,sale,Summer
2025-01-09,700,94,48981.52,0,sale,Fall
2025-01-09,94,40,10380,0,bundle,Summer
2025-01-09,739,24,23280,0,sale,Spring
2025-01-09,169,74,40857.62,0,bundle,Spring
2025-01-09,547,28,7049.56,0,none,Fall
2025-01-09,371,56,48425.44,0,none,Winter
2025-01-09,546,34,7826.12,0,sale,Fall
2025-01-09,645,16,9337.6,0,none,Fall
2025-01-09,489,60,16405.8,0,sale,Summer
2025-01-09,787,100,28077,0,none,Winter
2025-01-09,819,47,40800.23,0,clearance,Fall
2025-01-09,855,99,62791.74,0.08,clearance,Spring
2025-01-09,201,57,53583.42,0,bundle,Summer
2025-01-09,685,54,20982.24,0.03,sale,Summer
2025-01-09,663,98,81994.64,0.01,sale,Spring
2025-01-09,636,23,1046.04,0.06,sale,Winter
2025-01-09,469,64,36933.12,0,none,Summer
2025-01-09,227,66,60585.36,0.12,sale,Spring
2025-01-09,706,24,7114.56,0,bundle,Summer
2025-01-09,377,7,2389.94,0,none,Fall
2025-01-09,328,94,71261.4,0,sale,Fall
2025-01-09,508,72,20653.92,0,bundle,Summer
2025-01-09,493,12,1367.64,0,none,Fall
2025-01-09,479,42,18559.38,0.16,sale,Winter
2025-01-09,707,52,40166.88,0,clearance,Spring
2025-01-09,579,21,16898.07,0,bundle,Spring
2025-01-09,408,40,23196,0.04,bundle,Spring
2025-01-09,287,29,6424.95,0,sale,Summer
2025-01-09,345,13,1680.38,0,none,Spring
2025-01-09,460,55,16700.75,0,clearance,Spring
2025-01-09,37,9,333.36,0,sale,Spring
2025-01-09,593,13,818.61,0,clearance,Fall
2025-01-09,512,54,23591.52,0,bundle,Spring
2025-01-09,950,31,28121.03,0,bundle,Fall
2025-01-09,447,33,16184.85,0.06,none,Spring
2025-01-09,453,76,44030.6,0,none,Summer
2025-01-09,787,60,43168.2,0,clearance,Summer
2025-01-09,469,76,13955.12,0,sale,Spring
2025-01-09,733,9,6248.7,0,clearance,Fall
2025-01-09,367,7,5715.99,0,none,Fall
2025-01-09,440,47,30972.06,0,bundle,Summer
2025-01-09,653,55,40594.4,0,sale,Winter
2025-01-09,7,13,1181.44,0,none,Winter
2025-01-09,478,13,12741.17,0.02,none,Spring
2025-01-09,632,72,38129.04,0,clearance,Spring
2025-01-09,550,64,9760,0,none,Winter
2025-01-09,518,14,3759.84,0.17,none,Winter
2025-01-09,295,83,12066.54,0,bundle,Fall
2025-01-10,443,15,7047.6,0,bundle,Winter
2025-01-10,147,86,39825.74,0,sale,Winter
2025-01-10,304,66,14918.64,0.14,none,Winter
2025-01-10,787,4,3041.36,0.06,sale,Summer
2025-01-10,387,62,47406.44,0,none,Spring
2025-01-10,439,54,24220.08,0,bundle,Fall
2025-01-10,623,3,1729.74,0.04,clearance,Summer
2025-01-10,820,16,8489.12,0,clearance,Summer
2025-01-10,318,68,12072.04,0,none,Summer
2025-01-10,826,69,29516.82,0,clearance,Spring
2025-01-10,962,11,2577.85,0,sale,Spring
2025-01-10,718,60,46462.8,0,clearance,Spring
2025-01-10,806,67,14130.3,0.09,sale,Winter
2025-01-10,814,87,55431.18,0,sale,Fall
2025-01-10,814,30,23761.8,0.04,sale,Summer
2025-01-10,74,29,26147.56,0,none,Spring
2025-01-10,238,94,14552.14,0.04,sale,Summer
2025-01-10,133,44,32638.76,0,bundle,Spring
2025-01-10,131,5,3460.1,0,sale,Spring
2025-01-10,965,93,39869.1,0,none,Winter
2025-01-10,665,33,31881.63,0.15,clearance,Summer
2025-01-10,779,59,30432.2,0,clearance,Spring
2025-01-10,516,51,15207.69,0,none,Fall
2025-01-10,352,48,18159.84,0,none,Spring
2025-01-10,325,84,12129.6,0,none,Summer
2025-01-10,953,39,38509.38,0.08,clearance,Summer
2025-01-10,80,57,29413.71,0,bundle,Spring
2025-01-10,952,97,63244.97,0,bundle,Winter
2025-01-10,593,20,13468,0.27,bundle,Fall
2025-01-10,418,6,765.72,0,bundle,Summer
2025-01-10,936,11,4350.39,0,sale,Fall
2025-01-10,148,99,56106.27,0,bundle,Spring
2025-01-10,695,83,15662.93,0,sale,Summer
2025-01-10,239,50,28182.5,0.29,bundle,Winter
2025-01-10,540,47,31961.88,0,clearance,Winter
2025-01-10,863,85,73399.2,0,bundle,Summer
2025-01-10,177,15,14498.25,0,clearance,Spring
2025-01-10,425,81,32504.49,0,sale,Winter
2025-01-10,297,31,14831.33,0.21,bundle,Fall
2025-01-10,352,65,21037.9,0,sale,Winter
2025-01-10,829,22,17694.82,0,clearance,Winter
2025-01-10,427,99,91310.67,0,clearance,Summer
2025-01-10,31,24,9001.92,0,bundle,Winter
2025-01-10,80,11,6040.76,0,sale,Fall
2025-01-10,79,63,31660.02,0,none,Summer
2025-01-10,597,59,3511.09,0,bundle,Fall
2025-01-10,741,4,264.56,0,sale,Summer
2025-01-10,325,80,12156,0,sale,Spring
2025-01-10,45,54,19060.38,0.13,sale,Summer
2025-01-10,37,49,44794.33,0,sale,Spring
2025-01-10,201,65,62955.75,0,bundle,Spring
2025-01-10,49,31,10282.7,0,bundle,Fall
2025-01-10,67,75,50848.5,0,bundle,Winter
2025-01-10,346,96,77394.24,0,bundle,Winter
2025-01-10,534,84,29704.92,0.21,sale,Spring
2025-01-10,262,29,22434.98,0,bundle,Spring
2025-01-10,526,29,9255.06,0,none,Winter
2025-01-10,557,6,4372.2,0.01,bundle,Winter
2025-01-10,722,74,36174.16,0,none,Winter
2025-01-10,655,32,14105.92,0,sale,Spring
2025-01-10,983,37,30198.29,0,none,Fall
2025-01-10,640,23,8289.66,0.01,bundle,Winter
2025-01-10,737,93,19336.56,0,sale,Fall
2025-01-10,971,82,14253.24,0.05,clearance,Spring
2025-01-10,870,87,64629.69,0,sale,Winter
2025-01-10,154,42,1607.34,0,bundle,Spring
2025-01-10,123,69,20516.46,0,sale,Winter
2025-01-10,595,35,26630.45,0,clearance,Summer
2025-01-10,703,73,43118.91,0,sale,Winter
2025-01-10,642,45,37561.5,0.22,clearance,Spring
2025-01-10,61,43,16088.02,0,none,Summer
2025-01-10,405,34,24250.16,0,bundle,Winter
2025-01-10,989,39,931.32,0,clearance,Winter
2025-01-10,498,23,4572.17,0,clearance,Summer
2025-01-10,3,76,68780,0,clearance,Fall
2025-01-10,1000,61,38869.2,0,bundle,Spring
2025-01-10,700,27,12631.68,0,none,Winter
2025-01-10,616,31,8291.57,0,bundle,Spring
2025-01-10,905,99,92173.95,0,clearance,Fall
2025-01-10,81,73,16476.83,0,sale,Winter
2025-01-10,275,2,59.42,0,none,Winter
2025-01-10,845,62,10697.48,0,bundle,Fall
2025-01-10,578,48,26149.44,0,clearance,Summer
2025-01-10,160,66,30660.96,0,bundle,Spring
2025-01-10,304,65,49188.1,0.09,none,Winter
2025-01-10,469,64,4896.64,0.21,bundle,Fall
2025-01-10,635,57,39638.37,0,none,Summer
2025-01-10,650,15,14316.75,0,clearance,Fall
2025-01-10,217,2,1802.64,0,sale,Fall
2025-01-10,593,26,4052.1,0.04,none,Fall
2025-01-10,831,88,82443.68,0,none,Spring
2025-01-10,405,89,28360.74,0,none,Winter
2025-01-10,210,59,46879.04,0,clearance,Winter
2025-01-10,597,20,12819.4,0,none,Spring
2025-01-10,842,8,4031.2,0.08,sale,Fall
2025-01-10,878,21,19611.27,0,clearance,Summer
2025-01-10,499,45,7213.5,0,clearance,Fall
2025-01-10,620,60,12570.6,0,none,Winter
2025-01-10,424,67,22532.1,0,none,Spring
2025-01-10,893,21,19639.83,0,none,Fall
2025-01-11,475,93,91698.93,0,bundle,Summer
2025-01-11,815,20,208.4,0,sale,Summer
2025-01-11,929,6,4749.66,0,sale,Fall
2025-01-11,355,72,71399.52,0,clearance,Fall
2025-01-11,141,69,12197.13,0,sale,Fall
2025-01-11,151,18,7483.14,0,bundle,Fall
2025-01-11,494,52,16515.2,0,none,Summer
2025-01-11,912,8,2918.56,0,none,Summer
2025-01-11,262,54,51491.16,0.11,bundle,Fall
2025-01-11,587,48,5237.76,0,bundle,Spring
2025-01-11,549,41,14082.27,0,bundle,Fall
2025-01-11,657,20,12923.2,0,none,Spring
2025-01-11,920,57,37741.41,0.14,sale,Spring
2025-01-11,897,45,7915.95,0,none,Fall
2025-01-11,982,43,2065.72,0,none,Winter
2025-01-11,242,25,21249.5,0,none,Winter
2025-01-11,708,87,62733.96,0,none,Summer
2025-01-11,294,48,25596,0,clearance,Fall
2025-01-11,37,83,16214.05,0.06,none,Winter
2025-01-11,964,23,2397.75,0.12,none,Summer
2025-01-11,819,64,30851.2,0,sale,Summer
2025-01-11,944,12,1267.56,0,sale,Winter
2025-01-11,343,2,447.26,0,sale,Fall
2025-01-11,586,12,857.4,0,bundle,Winter
2025-01-11,266,59,40297,0,sale,Summer
2025-01-11,709,38,9635.28,0.14,bundle,Spring
2025-01-11,721,45,45230.4,0,clearance,Fall
2025-01-11,243,91,49759.71,0,bundle,Winter
2025-01-11,546,31,25383.42,0,bundle,Summer
2025-01-11,957,75,19641.75,0,none,Summer
2025-01-11,497,73,2744.8,0.03,clearance,Fall
2025-01-11,690,79,55712.38,0,sale,Winter
2025-01-11,80,95,1995,0,sale,Summer
2025-01-11,45,46,1509.26,0.01,clearance,Winter
2025-01-11,977,9,1840.32,0,clearance,Winter
2025-01-11,852,31,21837.95,0,bundle,Summer
2025-01-11,531,72,10855.44,0,sale,Fall
2025-01-11,543,71,1471.12,0,none,Spring
2025-01-11,530,36,9509.76,0,clearance,Fall
2025-01-11,86,73,44562.85,0,none,Fall
2025-01-11,69,55,2384.25,0,bundle,Summer
2025-01-11,950,27,14810.04,0,bundle,Summer
2025-01-11,886,51,13303.35,0,clearance,Spring
2025-01-11,617,6,5484.42,0,clearance,Winter
2025-01-11,669,2,1565.98,0,none,Spring
2025-01-11,247,71,38745.41,0,bundle,Fall
2025-01-11,209,31,7696.99,0,none,Spring
2025-01-11,822,46,3518.54,0,clearance,Summer
2025-01-11,51,8,6430.16,0.17,bundle,Fall
2025-01-11,591,81,69473.7,0.26,bundle,Winter
2025-01-11,351,31,22477.48,0.03,bundle,Summer
2025-01-11,888,57,50426.76,0,bundle,Spring
2025-01-11,412,73,16707.51,0,bundle,Winter
2025-01-11,683,30,26444.7,0.07,sale,Spring
2025-01-11,899,58,31502.7,0,clearance,Winter
2025-01-11,37,97,8766.86,0,bundle,Fall
2025-01-11,593,84,24069.36,0.26,bundle,Spring
2025-01-11,735,33,3719.1,0,bundle,Fall
2025-01-11,627,10,4634.9,0,none,Spring
2025-01-11,90,58,35555.74,0,none,Fall
2025-01-11,140,69,43418.25,0,sale,Winter
2025-01-11,765,50,11202,0,none,Summer
2025-01-11,270,53,39207.28,0,bundle,Spring
2025-01-11,723,71,49841.29,0,none,Fall
2025-01-11,449,33,22934.34,0,none,Winter
2025-01-11,692,40,2840.4,0,bundle,Summer
2025-01-11,814,56,55345.36,0.05,clearance,Spring
2025-01-11,664,43,9044.62,0,bundle,Summer
2025-01-11,531,90,17977.5,0.11,bundle,Spring
2025-01-11,442,25,605.5,0,clearance,Summer
2025-01-11,40,17,14576.31,0.01,none,Fall
2025-01-11,692,38,2900.54,0,bundle,Winter
2025-01-11,409,51,51430.44,0,bundle,Fall
2025-01-11,323,79,69060.22,0.12,sale,Winter
2025-01-11,624,15,6901.2,0,clearance,Fall
2025-01-11,291,82,13906.38,0,none,Fall
2025-01-11,442,96,17298.24,0.06,clearance,Fall
2025-01-11,604,86,84726.34,0,clearance,Winter
2025-01-11,426,4,365.16,0,none,Fall
2025-01-11,453,23,19380.72,0,sale,Spring
2025-01-11,509,75,830.25,0,clearance,Spring
2025-01-11,383,47,16267.17,0,none,Fall
2025-01-11,925,77,23228.59,0,sale,Fall
2025-01-11,691,17,4877.13,0,bundle,Fall
2025-01-11,964,83,57983.8,0,bundle,Summer
2025-01-11,183,58,17700.44,0.22,bundle,Fall
2025-01-11,516,62,3944.44,0,clearance,Summer
2025-01-11,310,36,13134.24,0,bundle,Winter
2025-01-11,199,70,6984.6,0,none,Fall
2025-01-11,828,27,3432.24,0,bundle,Winter
2025-01-11,9,41,11514.44,0,none,Fall
2025-01-11,660,60,38059.8,0.3,none,Summer
2025-01-11,886,44,34526.8,0.1,sale,Fall
2025-01-11,194,72,58111.92,0,sale,Summer
